seller_id,seller_type,power_seller_status,price,currency_id,item_id,category_id,buying_mode,category_path,vertical,item_condition,listing_type_id,item_status,deal_ids,catalog_listing,vip_version,domain_id,description_type,city,neighborhood,state,gallery_pattern,comparator_available,price_comparison_available,price_comparison_position,has_good_price,whatsapp_available,whatsapp_integration_available,new_wording_free,available_consumer_credit,has_seller_level_kyc,has_highlighted_sale_specs,verified,BRAND,MODEL,VEHICLE_YEAR
96698677,car_dealer,silver,15990000,ARS,MLA1368505181,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Capital Federal,Puerto Madero,Capital Federal,XXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Ford,Territory,2023
115745345,car_dealer,silver,45000,USD,MLA1391806876,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Escobar,BelÃ©n de Escobar,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXXXXXX,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Subaru,XV,2023
96698677,car_dealer,silver,8890000,ARS,MLA1411117012,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Capital Federal,Puerto Madero,Capital Federal,XXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Renault,Kangoo,2023
1362464781,car_dealer,silver,8890000,ARS,MLA1411353508,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Renault,Kangoo,2023
96698677,car_dealer,silver,6890000,ARS,MLA1411002122,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Capital Federal,Puerto Madero,Capital Federal,XXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Renault,Kangoo,2023
1362464781,car_dealer,silver,6890000,ARS,MLA1411053914,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Renault,Kangoo,2023
115745345,car_dealer,silver,34000,USD,MLA1368272969,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Escobar,BelÃ©n de Escobar,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,Hilux,2017
98406427,car_dealer,silver,40500,USD,MLA1391628764,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Pilar,Tortugas,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,SW4,2018
115745345,car_dealer,silver,40000,USD,MLA1408945120,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Escobar,BelÃ©n de Escobar,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Mercedes-Benz,Vito,2021
169968798,car_dealer,silver,1500000,ARS,MLA1368589239,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Pilar,La Lonja,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXX,FALSE,TRUE,0.08,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Peugeot,207,2011
169968798,car_dealer,silver,3800000,ARS,MLA1368313021,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Pilar,La Lonja,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXX,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Kia,Cerato,2016
98406427,car_dealer,silver,13500,USD,MLA1409237056,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Pilar,Tortugas,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Jeep,Grand Cherokee,2005
98406427,car_dealer,silver,13900,USD,MLA1409151594,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Pilar,Tortugas,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXX,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Subaru,Tribeca,2010
169968798,car_dealer,silver,2700000,ARS,MLA1408984808,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Pilar,La Lonja,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXX,FALSE,TRUE,0.08,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Chevrolet,Spin,2016
169968798,car_dealer,silver,5600000,ARS,MLA1368179795,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Pilar,La Lonja,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,Corolla,2015
98406427,car_dealer,silver,16500,USD,MLA1403605292,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Pilar,Tortugas,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Peugeot,308,2020
98406427,car_dealer,silver,22900,USD,MLA1403530934,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Pilar,Tortugas,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Ford,Ranger,2015
170769500,car_dealer,silver,23500,USD,MLA1403364322,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,CÃ³rdoba,Bajo GalÃ¡n,CÃ³rdoba,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Honda,HR-V,2020
98406427,car_dealer,silver,31900,USD,MLA1366550737,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Pilar,Tortugas,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXX,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,Land Cruiser,2003
1013890474,car_dealer,silver,39900,USD,MLA1399076116,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Pilar,Pilar,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,Corolla Cross,2023
1013890474,car_dealer,silver,52900,USD,MLA1399075872,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Pilar,Pilar,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Peugeot,5008,2023
205227756,car_dealer,silver,8247,USD,MLA1394994026,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Rosario,Centro,Santa Fe,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,Etios,2015
205227756,car_dealer,silver,17401,USD,MLA1365866719,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Rosario,Centro,Santa Fe,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,Corolla,2019
205227756,car_dealer,silver,20000,USD,MLA1394919402,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Rosario,Centro,Santa Fe,XXXXXXXXXXXXXXX,FALSE,TRUE,0.85,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Volkswagen,Golf,2018
205227756,car_dealer,silver,5935,USD,MLA1365853779,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Rosario,Centro,Santa Fe,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Ford,Ecosport,2011
205227756,car_dealer,silver,16000,USD,MLA1365879953,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Rosario,Centro,Santa Fe,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,Corolla,2019
205227756,car_dealer,silver,61000,USD,MLA1365879955,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Rosario,Centro,Santa Fe,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,Hiace,2022
205227756,car_dealer,silver,7985,USD,MLA1395079114,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Rosario,Centro,Santa Fe,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,Etios,2013
205227756,car_dealer,silver,5700,USD,MLA1394994024,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Rosario,Centro,Santa Fe,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Renault,Clio,2014
205227756,car_dealer,silver,7866,USD,MLA1365879957,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Rosario,Centro,Santa Fe,XXXXXXXXXXXXXXX,FALSE,TRUE,0.08,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Volkswagen,Voyage,2016
205227756,car_dealer,silver,7985,USD,MLA1365879949,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Rosario,Centro,Santa Fe,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Ford,Fiesta Kinetic Design,2015
260611826,car_dealer,silver,37000,USD,MLA1394913794,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Ayacucho,Ayacucho,Buenos Aires Interior,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,Hilux,2019
169968798,car_dealer,silver,3900000,ARS,MLA1394000128,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Pilar,La Lonja,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXX,FALSE,TRUE,0.35,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Peugeot,308,2018
179398266,car_dealer,silver,31500,USD,MLA1388340734,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Capital Federal,Barracas,Capital Federal,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Peugeot,208,2021
179398266,car_dealer,silver,43500,USD,MLA1388400352,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Capital Federal,Barracas,Capital Federal,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,SW4,2019
179398266,car_dealer,silver,15000,USD,MLA1388425526,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Capital Federal,Barracas,Capital Federal,XXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Peugeot,308,2018
169968798,car_dealer,silver,27999,USD,MLA1382750436,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Pilar,La Lonja,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXX,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Mitsubishi,Outlander,2016
31089505,car_dealer,silver,48900,USD,MLA1363292369,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,San Isidro,Acassuso,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXX,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,BMW,X4,2016
96698677,car_dealer,silver,24990,USD,MLA1368741115,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Capital Federal,Puerto Madero,Capital Federal,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Volkswagen,Nivus,2020
31089505,car_dealer,silver,34500,USD,MLA1368701909,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,San Isidro,Acassuso,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,BMW,Serie 1,2017
96698677,car_dealer,silver,17890000,ARS,MLA1368539079,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Capital Federal,Puerto Madero,Capital Federal,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.85,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,Corolla Cross,2023
1362464781,car_dealer,silver,3390000,ARS,MLA1368610045,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.08,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Volkswagen,Up!,2016
1362464781,car_dealer,silver,31990,USD,MLA1368474067,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Jeep,Compass,2018
1362464781,car_dealer,silver,51990,USD,MLA1410238328,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,SW4,2021
1362464781,car_dealer,silver,12990000,ARS,MLA1410225666,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.65,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Fiat,Toro,2021
1362464781,car_dealer,silver,16200000,ARS,MLA1410212432,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.25,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Ford,Maverick,2023
115745345,car_dealer,silver,45000,USD,MLA1364659711,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Escobar,BelÃ©n de Escobar,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Hyundai,Santa Fe,2018
1362464781,car_dealer,silver,15990000,ARS,MLA1368520663,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Ford,Territory,2023
96698677,car_dealer,silver,15990000,ARS,MLA1368505181,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Capital Federal,Puerto Madero,Capital Federal,XXXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Ford,Territory,2023
115745345,car_dealer,silver,45000,USD,MLA1391806876,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Escobar,BelÃ©n de Escobar,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXXXXXX,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Subaru,XV,2023
96698677,car_dealer,silver,8890000,ARS,MLA1411117012,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,plain_text,Capital Federal,Puerto Madero,Capital Federal,XXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Renault,Kangoo,2023
1362464781,car_dealer,silver,8890000,ARS,MLA1411353508,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Renault,Kangoo,2023
96698677,car_dealer,silver,6890000,ARS,MLA1411002122,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Capital Federal,Puerto Madero,Capital Federal,XXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Renault,Kangoo,2023
1362464781,car_dealer,silver,6890000,ARS,MLA1411053914,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,La Plata,City Bell,Bs.As. G.B.A. Sur,XXXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Renault,Kangoo,2023
115745345,car_dealer,silver,34000,USD,MLA1368272969,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Escobar,BelÃ©n de Escobar,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,Hilux,2017
98406427,car_dealer,silver,40500,USD,MLA1391628764,MLA1744,classified,"['MLA1743', 'MLA1744']",motors,used,gold_premium,active,[],FALSE,new,MLA-CARS_AND_VANS,none,Pilar,Tortugas,Bs.As. G.B.A. Norte,XXXXXXXXXXXXXXXXX,FALSE,TRUE,0.92,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,Toyota,SW4,2018
