,price,city,neighborhood,state,price_comparison_available,price_comparison_position,has_good_price,whatsapp_available,whatsapp_integration_available,new_wording_free,available_consumer_credit,has_seller_level_kyc,has_highlighted_sale_specs,verified,BRAND,MODEL,VEHICLE_YEAR
180,7985.0,Rosario,Centro,Santa Fe,True,0.92,False,True,False,True,False,True,True,FALSE,Ford,Fiesta Kinetic Design,2015
181,37000.0,Ayacucho,Ayacucho,Buenos Aires Interior,True,0.92,False,True,False,True,False,True,True,FALSE,Toyota,Hilux,2019
182,17160.0,Pilar,La Lonja,Bs.As. G.B.A. Norte,True,0.35,False,True,False,True,False,True,True,FALSE,Peugeot,308,2018
183,31500.0,Capital Federal,Barracas,Capital Federal,True,0.92,False,True,False,True,False,True,True,FALSE,Peugeot,208,2021
184,43500.0,Capital Federal,Barracas,Capital Federal,True,0.92,False,True,False,True,False,True,True,FALSE,Toyota,SW4,2019
185,15000.0,Capital Federal,Barracas,Capital Federal,True,0.92,False,True,False,True,False,True,True,FALSE,Peugeot,308,2018
186,27999.0,Pilar,La Lonja,Bs.As. G.B.A. Norte,False,,False,True,False,True,False,True,True,FALSE,Mitsubishi,Outlander,2016
187,48900.0,San Isidro,Acassuso,Bs.As. G.B.A. Norte,False,,False,True,False,True,False,True,True,FALSE,BMW,X4,2016
188,25900.0,Pilar,Pilar,Bs.As. G.B.A. Norte,True,0.92,False,True,False,True,False,True,True,FALSE,Hyundai,Tucson,2017
189,199900.0,San Isidro,Acassuso,Bs.As. G.B.A. Norte,False,,False,True,False,True,False,True,True,FALSE,Audi,R8 Coupé,2011
190,14916.0,La Plata,City Bell,Bs.As. G.B.A. Sur,True,0.08,False,True,False,True,False,True,True,FALSE,Volkswagen,Up!,2016
191,31990.0,La Plata,City Bell,Bs.As. G.B.A. Sur,True,0.92,False,True,False,True,False,True,True,FALSE,Jeep,Compass,2018
